"","Group.1","yield_bl.1","yield_bl.2","yield_bl.3","pesticide_cost_bl.1","pesticide_cost_bl.2","pesticide_cost_bl.3","yearsedu_brinjalgrwer.1","yearsedu_brinjalgrwer.2","yearsedu_brinjalgrwer.3","age_brinjalgrwer.1","age_brinjalgrwer.2","age_brinjalgrwer.3","years_farmer.1","years_farmer.2","years_farmer.3","opland.1","opland.2","opland.3","wealthV2.1","wealthV2.2","wealthV2.3"
"1",0,33105.2993280417,25223.833293715,598,31525.9582243954,33650.1244889931,598,5.32274247491639,4.66368246933427,598,46.2090301003344,12.3534539509546,598,26.5401337792642,12.4465044092257,598,1.40490803719937,1.16775273516909,598,-0.0444812568834746,1.94422314685535,598
"2",1,27472.3795186429,24811.293298902,598,28636.2150766634,29123.4630733992,598,5.83779264214047,4.60486704254789,598,46.0250836120401,12.6605352178748,598,26.8227424749164,12.5582869329654,598,1.57884950904693,1.55586159653507,598,0.0444812550696927,2.09175879448571,598
